GameDuration,BlueTeamWin,BlueTeamTowersTaken,BlueTeamInhibitorsTaken,BlueTeamDragonsTaken,BlueTeamGrubsTaken,BlueTeamRiftheraldTaken,BlueTeamBaronTaken,BluePlayer1Role,BluePlayer1ChampionId,BluePlayer1GoldSpent,BluePlayer1Level,BluePlayer1Kills,BluePlayer1Deaths,BluePlayer1Assists,BluePlayer1CreepScore,BluePlayer1WardScore,BluePlayer2Role,BluePlayer2ChampionId,BluePlayer2GoldSpent,BluePlayer2Level,BluePlayer2Kills,BluePlayer2Deaths,BluePlayer2Assists,BluePlayer2CreepScore,BluePlayer2WardScore,BluePlayer3Role,BluePlayer3ChampionId,BluePlayer3GoldSpent,BluePlayer3Level,BluePlayer3Kills,BluePlayer3Deaths,BluePlayer3Assists,BluePlayer3CreepScore,BluePlayer3WardScore,BluePlayer4Role,BluePlayer4ChampionId,BluePlayer4GoldSpent,BluePlayer4Level,BluePlayer4Kills,BluePlayer4Deaths,BluePlayer4Assists,BluePlayer4CreepScore,BluePlayer4WardScore,BluePlayer5Role,BluePlayer5ChampionId,BluePlayer5GoldSpent,BluePlayer5Level,BluePlayer5Kills,BluePlayer5Deaths,BluePlayer5Assists,BluePlayer5CreepScore,BluePlayer5WardScore,RedTeamTowersTaken,RedTeamInhibitorsTaken,RedTeamDragonsTaken,RedTeamGrubsTaken,RedTeamRiftheraldTaken,RedTeamBaronTaken,RedPlayer1Role,RedPlayer1ChampionId,RedPlayer1GoldSpent,RedPlayer1Level,RedPlayer1Kills,RedPlayer1Deaths,RedPlayer1Assists,RedPlayer1CreepScore,RedPlayer1WardScore,RedPlayer2Role,RedPlayer2ChampionId,RedPlayer2GoldSpent,RedPlayer2Level,RedPlayer2Kills,RedPlayer2Deaths,RedPlayer2Assists,RedPlayer2CreepScore,RedPlayer2WardScore,RedPlayer3Role,RedPlayer3ChampionId,RedPlayer3GoldSpent,RedPlayer3Level,RedPlayer3Kills,RedPlayer3Deaths,RedPlayer3Assists,RedPlayer3CreepScore,RedPlayer3WardScore,RedPlayer4Role,RedPlayer4ChampionId,RedPlayer4GoldSpent,RedPlayer4Level,RedPlayer4Kills,RedPlayer4Deaths,RedPlayer4Assists,RedPlayer4CreepScore,RedPlayer4WardScore,RedPlayer5Role,RedPlayer5ChampionId,RedPlayer5GoldSpent,RedPlayer5Level,RedPlayer5Kills,RedPlayer5Deaths,RedPlayer5Assists,RedPlayer5CreepScore,RedPlayer5WardScore
1951,0,4,0,3,0,0,1,TOP,5,8850,17,2,10,6,219,19,JUNGLE,517,9225,16,4,3,6,146,18,MIDDLE,910,11150,16,5,5,6,244,15,BOTTOM,51,16075,15,14,3,6,241,35,SUPPORT,902,7685,13,0,5,18,40,99,11,3,2,3,1,0,TOP,83,15183,20,10,0,5,311,30,JUNGLE,234,13700,18,10,3,4,209,48,MIDDLE,90,10635,16,2,2,9,234,17,BOTTOM,29,12025,15,4,8,9,205,25,SUPPORT,412,7430,12,0,12,11,32,69
990,1,1,0,1,3,0,0,TOP,69,5650,12,3,0,1,134,10,JUNGLE,234,7550,11,7,2,5,88,17,MIDDLE,77,5750,11,5,5,4,90,6,BOTTOM,145,7750,11,3,0,4,150,4,SUPPORT,99,4630,9,2,2,7,26,25,0,0,1,0,0,0,TOP,2,3900,11,0,3,0,106,5,JUNGLE,28,6200,9,5,3,0,75,11,MIDDLE,223,4100,11,2,4,2,106,6,BOTTOM,63,6150,10,1,5,2,126,9,SUPPORT,147,4115,8,1,5,2,32,32
2544,1,10,2,3,3,1,2,TOP,777,16200,20,5,9,9,327,45,JUNGLE,91,23350,18,21,8,16,327,41,MIDDLE,1,17750,18,13,6,10,254,61,BOTTOM,29,19000,18,11,10,10,312,22,SUPPORT,16,9830,17,2,8,24,45,144,6,1,3,0,0,1,TOP,58,21575,20,13,6,8,321,32,JUNGLE,59,21560,18,7,9,20,231,52,MIDDLE,910,15575,18,6,14,8,266,24,BOTTOM,202,19525,18,9,12,6,296,21,SUPPORT,161,14210,17,6,11,15,64,126
1875,0,7,1,2,2,1,0,TOP,799,11300,17,3,7,2,226,29,JUNGLE,876,15305,18,5,4,11,275,45,MIDDLE,5,15750,18,16,14,5,230,33,BOTTOM,81,14008,16,12,6,5,270,38,SUPPORT,43,9420,13,3,8,18,46,77,8,1,2,1,0,1,TOP,68,12305,19,5,5,10,251,33,JUNGLE,104,17000,18,15,4,4,222,31,MIDDLE,55,15050,18,16,8,8,204,26,BOTTOM,30,11975,17,2,11,18,248,9,SUPPORT,526,9035,15,1,11,24,46,115
1701,1,7,1,2,0,0,0,TOP,83,10358,15,3,4,4,161,28,JUNGLE,35,10250,15,9,2,6,130,20,MIDDLE,85,10900,15,11,10,6,179,9,BOTTOM,203,14375,16,13,4,5,220,18,SUPPORT,235,9080,14,1,9,22,37,75,4,0,1,3,1,0,TOP,74,10525,17,5,7,4,176,28,JUNGLE,56,12950,15,11,8,5,160,27,MIDDLE,157,10600,15,5,5,3,210,23,BOTTOM,221,10450,13,5,10,6,184,19,SUPPORT,99,6800,12,3,8,9,40,42
1515,1,10,2,3,0,0,0,TOP,83,10808,17,2,3,6,204,14,JUNGLE,91,12175,16,10,3,7,182,33,MIDDLE,901,12075,15,11,3,3,209,20,BOTTOM,21,11700,14,7,3,6,219,19,SUPPORT,147,6645,12,0,5,14,17,57,2,0,0,3,1,0,TOP,79,7750,15,1,2,2,146,14,JUNGLE,28,8975,12,7,7,4,94,21,MIDDLE,3,8800,13,3,8,5,170,9,BOTTOM,18,9500,13,2,6,4,177,19,SUPPORT,555,6500,11,4,7,3,34,41
1945,1,9,1,4,0,0,1,TOP,54,10500,17,4,9,4,174,22,JUNGLE,102,11733,18,9,1,11,183,35,MIDDLE,711,15800,18,17,7,14,227,43,BOTTOM,15,16800,17,8,1,16,288,19,SUPPORT,147,9355,14,4,2,18,52,80,3,0,0,3,0,0,TOP,17,12465,19,3,9,5,264,18,JUNGLE,950,12075,14,8,9,4,146,40,MIDDLE,3,11300,16,5,8,6,185,29,BOTTOM,81,11750,15,3,7,1,247,20,SUPPORT,412,6815,14,1,10,5,31,58
2311,1,9,2,5,3,0,1,TOP,8,15350,20,10,4,11,273,37,JUNGLE,122,15150,18,9,9,9,252,29,MIDDLE,64,14850,18,16,9,13,227,36,BOTTOM,22,20450,18,14,8,20,287,31,SUPPORT,147,9215,16,2,7,26,68,144,6,2,1,0,1,1,TOP,90,13850,19,5,13,10,247,35,JUNGLE,234,21700,18,18,7,11,207,40,MIDDLE,4,17740,18,5,9,21,238,22,BOTTOM,804,17525,17,8,13,9,279,28,SUPPORT,235,11695,16,1,9,24,57,106
1276,1,8,1,1,3,1,0,TOP,62,8433,14,4,5,4,156,26,JUNGLE,60,7000,13,6,3,10,101,12,MIDDLE,55,12575,16,25,3,3,127,17,BOTTOM,51,9500,12,5,8,12,145,18,SUPPORT,147,7850,12,3,4,16,55,45,2,0,2,0,0,0,TOP,516,6600,14,3,9,2,132,8,JUNGLE,234,9450,13,7,10,4,117,11,MIDDLE,142,5650,12,2,8,5,100,7,BOTTOM,22,10950,12,8,7,7,125,16,SUPPORT,555,7165,11,3,9,9,42,58
3107,1,11,5,6,3,1,2,TOP,904,19263,20,6,16,13,365,33,JUNGLE,32,19350,18,8,15,28,230,35,MIDDLE,166,27325,18,17,9,9,327,42,BOTTOM,67,26380,18,16,11,15,307,46,SUPPORT,63,21840,18,14,11,23,161,94,8,3,2,0,0,2,TOP,86,26945,20,10,13,9,341,56,JUNGLE,104,26550,18,23,14,10,332,42,MIDDLE,112,27275,18,14,10,17,325,48,BOTTOM,51,21650,18,14,12,17,409,31,SUPPORT,53,10515,18,1,12,18,34,157
1707,1,10,1,4,3,1,1,TOP,86,12025,18,6,3,10,213,28,JUNGLE,121,13850,17,12,3,11,188,27,MIDDLE,13,10650,17,7,5,10,215,18,BOTTOM,221,18200,15,18,7,12,218,17,SUPPORT,201,8855,13,0,5,27,30,89,3,0,0,0,0,0,TOP,48,9100,16,1,7,6,215,26,JUNGLE,6,12000,15,6,8,5,179,11,MIDDLE,142,9300,15,1,6,12,202,20,BOTTOM,29,15850,14,13,11,3,186,22,SUPPORT,350,7560,13,2,11,16,13,44
2200,0,5,0,1,0,0,0,TOP,420,13650,20,4,8,8,289,23,JUNGLE,104,19250,18,25,14,9,198,36,MIDDLE,115,15555,18,10,18,12,189,19,BOTTOM,22,20885,18,14,7,17,317,37,SUPPORT,526,13385,17,4,10,33,39,101,11,2,4,3,1,2,TOP,897,15520,20,5,10,14,295,32,JUNGLE,120,19200,18,20,10,9,228,20,MIDDLE,777,19350,18,14,13,5,294,22,BOTTOM,136,15860,18,9,15,13,262,16,SUPPORT,235,14705,18,9,9,25,76,126
1930,1,8,1,1,0,1,2,TOP,98,11350,19,5,4,11,195,18,JUNGLE,203,17800,18,19,7,5,207,43,MIDDLE,517,11975,17,11,8,10,163,17,BOTTOM,42,12233,16,1,1,6,266,15,SUPPORT,267,7650,15,2,1,13,31,95,3,0,4,3,0,0,TOP,799,9850,17,3,10,2,200,27,JUNGLE,35,11075,15,4,5,7,166,40,MIDDLE,7,12450,16,9,10,4,183,23,BOTTOM,21,11900,14,4,7,2,246,25,SUPPORT,111,7255,13,1,6,5,35,66
1600,0,2,0,0,0,0,0,TOP,86,9275,15,4,10,4,116,7,JUNGLE,141,10900,14,9,11,4,146,24,MIDDLE,55,7650,14,3,6,6,136,14,BOTTOM,67,12500,13,11,8,6,176,17,SUPPORT,350,6365,13,2,5,18,23,56,9,3,4,3,1,1,TOP,17,11500,17,9,4,10,184,20,JUNGLE,254,13350,16,13,6,6,118,35,MIDDLE,99,9850,15,5,6,13,157,11,BOTTOM,804,13025,14,12,7,5,177,11,SUPPORT,89,7000,13,1,6,14,32,51
1825,0,3,0,1,0,1,0,TOP,83,13363,18,4,5,1,239,41,JUNGLE,91,10850,16,2,4,5,204,34,MIDDLE,69,10925,16,4,8,2,215,22,BOTTOM,360,13450,14,7,8,1,231,21,SUPPORT,80,8215,13,4,11,5,43,53,9,1,3,3,0,1,TOP,86,13925,19,6,3,7,263,27,JUNGLE,121,13225,17,8,5,5,198,31,MIDDLE,45,12200,18,6,3,10,239,18,BOTTOM,202,15650,15,10,6,7,276,25,SUPPORT,78,10330,14,6,4,13,55,97
2113,1,10,2,2,0,0,2,TOP,114,14850,20,8,8,12,243,42,JUNGLE,11,20450,18,22,4,9,283,43,MIDDLE,910,11700,18,3,10,19,240,12,BOTTOM,18,17025,18,16,9,6,250,12,SUPPORT,53,10930,16,5,6,26,28,94,5,0,4,3,0,0,TOP,67,14925,20,5,6,4,312,29,JUNGLE,91,19125,18,14,7,4,228,37,MIDDLE,517,11240,15,4,16,4,161,30,BOTTOM,110,14820,17,10,13,11,236,15,SUPPORT,89,9850,15,3,12,17,43,115
1207,0,2,0,1,3,0,0,TOP,82,5550,12,1,8,1,122,13,JUNGLE,131,7300,11,2,7,5,108,14,MIDDLE,429,8650,13,7,10,1,140,10,BOTTOM,22,7050,10,6,5,5,109,10,SUPPORT,89,6350,11,3,3,9,33,20,3,0,1,0,0,0,TOP,223,7575,15,7,1,7,158,1,JUNGLE,950,6850,13,6,4,10,95,17,MIDDLE,800,8600,13,11,3,3,133,12,BOTTOM,51,9150,12,6,4,4,147,13,SUPPORT,555,5825,10,3,7,10,22,30
1440,0,1,0,0,3,0,0,TOP,102,6825,14,0,8,2,178,12,JUNGLE,233,12550,14,8,10,2,134,14,MIDDLE,245,9150,13,2,7,2,173,10,BOTTOM,136,10700,13,5,8,2,168,18,SUPPORT,79,6405,11,0,11,9,32,54,9,1,3,0,1,0,TOP,17,9860,16,5,1,3,213,24,JUNGLE,121,11075,15,6,2,6,148,21,MIDDLE,92,10850,15,9,4,7,178,13,BOTTOM,30,13300,14,17,5,11,171,11,SUPPORT,111,10520,13,7,3,25,57,92
1502,0,1,0,1,0,0,0,TOP,98,9360,15,4,5,12,154,10,JUNGLE,234,12145,14,8,7,8,131,17,MIDDLE,517,8350,13,6,7,8,147,15,BOTTOM,910,9925,15,9,5,7,171,21,SUPPORT,32,5450,12,0,11,9,25,49,10,2,2,3,1,1,TOP,86,10800,17,5,7,1,218,10,JUNGLE,154,11525,15,5,2,13,135,18,MIDDLE,84,12100,15,15,5,3,174,10,BOTTOM,498,12500,15,8,5,6,242,12,SUPPORT,497,6780,12,2,8,13,35,38
2490,1,12,3,2,1,1,1,TOP,58,15200,20,3,9,12,288,41,JUNGLE,19,14950,18,8,9,15,174,44,MIDDLE,45,13835,18,5,8,14,220,34,BOTTOM,51,21025,18,24,6,12,324,24,SUPPORT,555,13000,17,5,10,15,69,118,5,0,4,2,0,0,TOP,86,21200,20,11,9,5,355,60,JUNGLE,24,15283,18,8,9,10,243,71,MIDDLE,238,16233,18,13,10,9,222,27,BOTTOM,81,14283,18,9,5,10,283,35,SUPPORT,99,10025,16,1,12,14,56,92
2168,1,9,1,3,3,1,0,TOP,6,16400,20,11,5,13,323,38,JUNGLE,950,14500,18,7,8,13,237,32,MIDDLE,63,10600,17,6,10,7,204,29,BOTTOM,145,17800,18,23,4,11,283,12,SUPPORT,111,9740,16,2,8,33,15,78,3,0,3,0,0,1,TOP,223,12450,19,5,8,9,252,28,JUNGLE,102,14208,18,9,5,14,207,17,MIDDLE,711,12500,16,6,13,14,206,26,BOTTOM,901,17100,17,13,14,5,245,26,SUPPORT,235,10690,16,2,10,22,35,74
1187,0,1,0,1,3,0,0,TOP,84,5700,13,4,7,1,114,16,JUNGLE,107,6512,11,3,5,1,97,13,MIDDLE,157,6100,12,2,9,1,137,7,BOTTOM,42,8325,11,5,8,2,157,10,SUPPORT,267,5350,10,1,3,8,17,26,3,0,2,0,1,0,TOP,79,6250,13,4,4,6,85,20,JUNGLE,19,9025,12,10,2,5,89,14,MIDDLE,5,10900,15,12,1,7,153,12,BOTTOM,18,6175,11,5,3,1,83,0,SUPPORT,432,5300,11,1,5,13,36,40
2589,1,12,2,4,1,0,0,TOP,75,16283,20,9,8,12,242,20,JUNGLE,245,16600,18,14,8,15,253,41,MIDDLE,91,17550,18,16,12,13,241,35,BOTTOM,22,17050,18,7,11,19,266,28,SUPPORT,518,13340,18,5,11,14,54,114,7,0,2,2,1,2,TOP,897,15800,20,6,9,7,264,27,JUNGLE,234,18058,18,8,10,9,262,41,MIDDLE,85,18000,18,12,13,12,277,36,BOTTOM,21,30150,18,22,13,7,307,43,SUPPORT,111,14330,18,2,6,30,54,102
1779,1,7,1,1,0,0,0,TOP,92,9300,17,2,10,7,205,8,JUNGLE,91,11475,16,5,4,10,183,23,MIDDLE,45,12000,15,7,8,3,232,12,BOTTOM,21,17625,16,20,3,8,224,26,SUPPORT,89,8465,14,0,9,26,48,89,5,0,3,3,1,1,TOP,122,12200,18,6,5,7,212,12,JUNGLE,233,12850,16,12,7,4,144,26,MIDDLE,105,12150,16,10,9,2,176,22,BOTTOM,22,13480,15,5,8,10,208,28,SUPPORT,412,9000,13,1,5,15,59,113
1251,1,4,0,2,3,1,0,TOP,17,6375,14,3,3,2,140,18,JUNGLE,107,8625,13,8,0,3,121,23,MIDDLE,4,7725,13,7,1,7,124,17,BOTTOM,22,8425,11,7,2,8,147,26,SUPPORT,40,5680,11,0,2,19,21,49,2,0,1,0,0,0,TOP,54,5600,13,2,4,1,131,16,JUNGLE,64,6250,11,1,6,0,101,18,MIDDLE,142,7250,13,1,4,0,194,20,BOTTOM,360,9450,12,4,6,0,183,16,SUPPORT,12,4470,8,0,5,0,27,45
1345,0,3,0,1,0,0,0,TOP,24,9250,15,6,5,3,154,13,JUNGLE,234,7650,12,3,8,3,112,3,MIDDLE,517,5875,12,1,7,3,137,15,BOTTOM,15,10350,12,5,5,2,176,16,SUPPORT,412,5680,10,1,10,4,37,46,10,2,2,3,1,1,TOP,54,8490,15,4,5,6,151,14,JUNGLE,64,11600,14,11,3,11,142,29,MIDDLE,157,7675,14,4,4,6,167,11,BOTTOM,161,10550,14,11,2,6,178,18,SUPPORT,235,9090,12,5,3,16,52,58
1540,1,7,2,1,0,1,1,TOP,799,11125,16,4,4,5,227,25,JUNGLE,113,8775,14,4,3,13,133,24,MIDDLE,112,11650,16,14,3,6,209,12,BOTTOM,222,10425,13,7,9,14,163,17,SUPPORT,902,7170,13,2,3,23,25,75,2,0,1,3,0,0,TOP,31,7950,13,3,6,5,141,11,JUNGLE,245,9800,13,4,7,7,154,26,MIDDLE,13,8600,16,4,4,5,208,16,BOTTOM,15,11900,13,5,7,9,211,16,SUPPORT,98,8005,10,6,7,8,30,64
2368,0,7,1,2,3,0,1,TOP,75,20533,20,8,6,2,364,29,JUNGLE,233,15875,17,9,19,5,149,36,MIDDLE,99,9400,17,1,14,6,185,29,BOTTOM,67,16250,17,9,12,5,233,42,SUPPORT,201,11720,15,3,8,13,42,112,10,2,3,0,0,1,TOP,516,13325,20,8,5,13,229,26,JUNGLE,59,19825,18,17,4,22,221,38,MIDDLE,7,17950,18,19,4,13,242,40,BOTTOM,134,17900,18,7,8,28,291,35,SUPPORT,161,12995,17,8,9,19,78,138
2324,1,11,3,4,3,0,0,TOP,150,17233,20,7,6,5,293,26,JUNGLE,35,13300,17,5,7,5,183,35,MIDDLE,42,10458,18,0,5,10,266,21,BOTTOM,11,20900,18,19,8,5,359,37,SUPPORT,17,11080,18,8,6,15,56,132,2,0,1,0,1,0,TOP,86,16925,20,9,7,2,299,32,JUNGLE,950,14375,17,11,11,7,178,28,MIDDLE,61,15475,18,6,2,7,362,40,BOTTOM,21,12450,17,3,8,8,221,23,SUPPORT,53,10135,15,2,11,12,68,106
1710,1,8,1,3,0,0,0,TOP,36,12950,18,8,3,11,236,19,JUNGLE,76,12175,16,10,6,10,171,24,MIDDLE,91,11950,15,7,9,12,159,32,BOTTOM,202,13600,15,9,5,14,218,19,SUPPORT,147,7970,14,3,5,22,59,90,7,1,1,3,1,1,TOP,67,11950,17,2,5,2,247,21,JUNGLE,56,14750,16,15,10,4,186,20,MIDDLE,5,12025,15,7,6,5,176,19,BOTTOM,236,9500,13,3,10,5,169,22,SUPPORT,267,7650,13,0,6,13,35,72
1638,0,4,0,0,3,0,0,TOP,23,11700,17,2,7,5,231,27,JUNGLE,11,12250,14,8,10,2,125,15,MIDDLE,61,7625,13,1,10,1,147,20,BOTTOM,67,9583,14,3,5,1,144,5,SUPPORT,35,7605,11,2,9,3,43,60,9,1,3,0,0,1,TOP,223,10000,17,8,4,10,128,18,JUNGLE,133,11250,16,5,2,8,188,16,MIDDLE,54,13375,17,14,4,3,183,20,BOTTOM,21,14825,15,12,2,7,257,30,SUPPORT,26,7835,13,2,4,16,40,88
2174,1,11,3,5,3,1,2,TOP,157,13675,19,4,15,6,211,27,JUNGLE,131,16175,18,9,3,7,279,44,MIDDLE,910,14650,18,9,1,8,242,30,BOTTOM,21,17100,17,10,8,3,267,11,SUPPORT,201,11340,16,2,2,11,54,85,2,0,0,0,0,0,TOP,86,14375,18,13,9,6,181,18,JUNGLE,17,12275,17,4,8,9,232,27,MIDDLE,38,12550,17,5,8,7,189,22,BOTTOM,202,13775,17,5,2,3,258,28,SUPPORT,235,9585,15,1,8,13,77,77
1796,1,7,1,0,3,0,1,TOP,62,12593,18,9,6,4,213,11,JUNGLE,91,10200,15,4,9,7,150,34,MIDDLE,55,15050,18,22,9,6,156,20,BOTTOM,222,13050,15,2,8,13,235,13,SUPPORT,235,10700,15,6,9,16,50,42,6,0,4,0,0,0,TOP,14,13100,18,5,11,4,248,19,JUNGLE,64,12975,15,11,5,6,137,17,MIDDLE,163,10750,15,4,11,8,188,14,BOTTOM,21,14310,14,12,9,10,188,40,SUPPORT,555,10675,14,8,7,15,39,66
1915,0,4,0,0,1,0,0,TOP,86,12050,18,6,8,0,262,31,JUNGLE,77,12200,15,5,11,5,186,29,MIDDLE,62,12325,16,4,8,5,219,21,BOTTOM,221,11550,14,5,4,1,227,21,SUPPORT,147,8600,14,1,3,7,37,91,9,1,5,2,1,1,TOP,14,14150,20,7,5,10,244,25,JUNGLE,106,14875,18,10,5,10,160,34,MIDDLE,90,13025,18,10,4,8,276,15,BOTTOM,15,12100,17,3,4,12,260,14,SUPPORT,910,8120,14,4,3,9,56,77
2272,1,11,2,4,3,1,1,TOP,420,16825,20,14,5,6,349,32,JUNGLE,234,11550,18,9,8,4,155,28,MIDDLE,800,17775,18,8,6,7,344,23,BOTTOM,360,18100,18,12,12,6,310,31,SUPPORT,497,9630,16,1,10,22,26,113,11,3,1,0,0,1,TOP,92,12125,19,2,10,3,206,28,JUNGLE,106,15800,18,11,8,14,168,24,MIDDLE,127,17895,18,11,9,11,267,35,BOTTOM,804,17825,18,9,9,11,286,18,SUPPORT,63,11645,17,8,8,15,99,75
2176,0,4,0,0,0,0,0,TOP,83,11758,19,1,11,12,250,24,JUNGLE,421,15050,18,18,6,12,162,18,MIDDLE,517,16925,18,16,10,8,247,29,BOTTOM,901,18100,17,14,11,11,258,12,SUPPORT,43,10310,18,2,6,25,115,89,13,5,6,3,1,2,TOP,39,18000,20,16,9,6,337,31,JUNGLE,131,14430,18,6,10,6,186,24,MIDDLE,8,11050,18,6,14,5,158,8,BOTTOM,222,13850,18,6,9,12,233,15,SUPPORT,19,13700,18,10,9,12,53,60
1667,1,9,2,3,3,1,1,TOP,80,8950,15,5,7,11,132,25,JUNGLE,131,12750,16,6,3,12,140,23,MIDDLE,157,11300,16,5,4,4,235,20,BOTTOM,50,11300,15,5,5,17,187,13,SUPPORT,54,12125,13,12,2,12,43,83,2,0,1,0,0,0,TOP,777,8575,16,3,7,7,179,29,JUNGLE,517,10050,14,3,7,4,163,25,MIDDLE,268,11560,16,10,7,6,211,19,BOTTOM,895,10925,13,4,7,5,156,16,SUPPORT,350,7290,12,1,5,12,11,52
1803,0,1,0,0,2,0,0,TOP,223,11650,16,9,7,6,152,28,JUNGLE,11,8850,14,3,9,2,157,21,MIDDLE,517,9100,14,8,10,5,113,6,BOTTOM,81,12100,14,3,5,5,225,20,SUPPORT,902,6945,12,0,7,9,29,89,11,2,4,1,0,1,TOP,62,11300,17,7,4,11,184,25,JUNGLE,35,13550,17,9,5,15,197,31,MIDDLE,800,14075,16,15,6,5,209,24,BOTTOM,777,12400,16,7,3,4,204,24,SUPPORT,412,7605,14,0,5,16,45,58
1261,1,10,2,3,0,1,0,TOP,67,6350,14,3,5,1,148,20,JUNGLE,104,11400,15,7,0,6,174,31,MIDDLE,8,10150,14,9,4,7,183,4,BOTTOM,202,10400,12,7,1,5,193,12,SUPPORT,235,7460,12,3,2,16,34,44,1,0,0,3,0,0,TOP,240,8150,14,4,3,1,148,9,JUNGLE,35,7450,12,5,2,1,115,14,MIDDLE,13,6050,12,1,11,2,159,4,BOTTOM,119,8300,11,2,8,1,179,13,SUPPORT,888,4590,11,0,6,4,43,49
1684,1,10,2,2,3,1,0,TOP,106,10875,17,6,8,3,174,19,JUNGLE,11,14600,18,16,3,3,217,22,MIDDLE,238,13210,17,8,4,2,230,19,BOTTOM,901,10350,15,4,3,2,219,12,SUPPORT,902,7050,13,1,3,11,27,71,3,0,1,0,0,0,TOP,64,8710,15,5,9,3,160,27,JUNGLE,234,10550,14,6,10,5,136,38,MIDDLE,99,9900,15,3,6,5,224,15,BOTTOM,21,12625,14,5,5,3,240,24,SUPPORT,147,7280,13,1,5,4,58,50
2052,1,10,2,2,1,0,1,TOP,86,17930,19,21,5,4,250,23,JUNGLE,75,15963,18,10,6,7,220,15,MIDDLE,68,12025,17,6,10,10,192,30,BOTTOM,901,12385,16,3,7,15,172,25,SUPPORT,53,8005,14,0,6,14,30,99,4,0,3,2,1,1,TOP,904,11650,17,2,14,6,205,15,JUNGLE,62,14583,17,11,7,8,182,30,MIDDLE,800,13200,17,9,8,7,220,28,BOTTOM,8,16650,17,12,5,6,227,30,SUPPORT,16,8600,15,0,7,14,50,99
2066,0,5,0,1,3,1,0,TOP,126,13725,18,10,5,7,251,27,JUNGLE,234,13825,16,5,13,6,161,28,MIDDLE,268,15035,16,7,7,10,253,12,BOTTOM,51,13300,15,3,12,7,227,27,SUPPORT,555,10885,14,5,9,10,33,61,10,2,4,0,0,2,TOP,17,14425,20,7,7,7,295,40,JUNGLE,5,12225,18,8,3,6,200,24,MIDDLE,166,11180,17,7,7,11,178,21,BOTTOM,112,15300,17,13,6,12,203,20,SUPPORT,80,13740,17,11,7,18,72,75
1544,0,0,0,1,1,0,0,TOP,44,6250,14,0,5,3,117,22,JUNGLE,64,7500,12,1,8,5,121,21,MIDDLE,800,9300,13,5,7,3,171,23,BOTTOM,21,7900,12,1,5,7,104,15,SUPPORT,80,8350,11,7,5,5,18,29,11,2,2,2,1,1,TOP,36,9125,17,8,5,7,181,20,JUNGLE,59,9725,15,3,2,16,125,23,MIDDLE,134,10835,15,7,2,10,200,21,BOTTOM,222,12575,14,10,3,4,206,4,SUPPORT,26,7815,13,2,2,19,23,66
2477,1,14,4,5,0,1,1,TOP,1,17450,20,14,11,8,257,22,JUNGLE,24,17633,18,2,8,10,222,38,MIDDLE,777,25250,18,24,7,7,329,27,BOTTOM,145,13700,18,1,8,7,295,15,SUPPORT,99,10200,17,1,9,11,46,25,3,0,1,3,0,1,TOP,82,13900,20,10,9,4,165,27,JUNGLE,33,18200,18,11,4,17,259,16,MIDDLE,13,13900,18,9,12,11,204,15,BOTTOM,51,16750,18,10,10,6,282,18,SUPPORT,432,9730,18,3,7,12,30,103
1372,1,7,1,2,2,0,0,TOP,86,11750,16,12,3,5,176,13,JUNGLE,60,9150,14,9,4,8,131,14,MIDDLE,777,12325,16,17,6,5,181,18,BOTTOM,360,8975,11,3,8,8,156,16,SUPPORT,111,7600,12,4,8,15,17,23,2,0,1,1,1,0,TOP,901,7150,13,3,12,1,137,13,JUNGLE,11,10075,12,8,10,7,84,18,MIDDLE,131,9175,13,6,9,9,134,16,BOTTOM,523,10200,12,10,9,5,140,11,SUPPORT,89,6545,12,2,5,14,27,37
1066,0,0,0,0,1,0,0,TOP,41,4875,12,1,2,1,107,11,JUNGLE,102,5150,11,0,3,2,107,11,MIDDLE,134,6200,12,1,2,0,151,7,BOTTOM,221,6950,10,2,5,2,124,11,SUPPORT,111,4200,9,2,3,1,28,30,3,0,2,2,0,0,TOP,54,6375,13,1,1,2,149,16,JUNGLE,141,6150,11,3,1,1,95,12,MIDDLE,74,5050,12,1,2,2,130,13,BOTTOM,222,8400,11,7,1,2,181,3,SUPPORT,117,5405,10,2,1,7,29,35
1863,0,1,0,2,2,0,0,TOP,2,14815,16,11,10,5,208,29,JUNGLE,203,13300,15,7,10,2,189,20,MIDDLE,103,10450,16,5,7,5,198,29,BOTTOM,21,11850,15,2,5,3,250,23,SUPPORT,117,7240,14,0,9,8,30,51,10,3,2,1,1,2,TOP,141,12047,18,9,8,4,219,6,JUNGLE,64,14050,17,9,2,11,186,30,MIDDLE,55,14450,17,15,7,7,243,23,BOTTOM,498,12750,16,6,4,13,246,22,SUPPORT,497,9385,14,2,4,22,33,79
3168,0,12,4,4,1,0,1,TOP,777,23180,20,11,22,8,314,14,JUNGLE,875,23000,18,13,17,14,244,30,MIDDLE,893,21595,18,12,12,11,359,24,BOTTOM,22,23030,18,20,13,23,310,46,SUPPORT,101,20765,18,11,13,24,164,119,12,7,3,2,1,3,TOP,86,22500,20,31,10,11,338,26,JUNGLE,78,28960,18,18,12,10,258,50,MIDDLE,92,18600,18,15,16,12,189,47,BOTTOM,145,24150,18,10,22,11,358,27,SUPPORT,147,20415,18,3,8,28,194,139
